state,district,year_month,pincode,bio_age_5_17,bio_age_17_
Andhra Pradesh,Nalgonda,2025-12,87922725,110,739
Andhra Pradesh,Nalgonda,NaT,1037790116,1778,9257
Andhra Pradesh,Nandyal,2025-01,85533232,3768,2666
Andhra Pradesh,Nandyal,2025-02,44061976,139,77
Andhra Pradesh,Nandyal,2025-03,39397801,89,86
Andhra Pradesh,Nandyal,2025-04,45616698,125,95
Andhra Pradesh,Nandyal,2025-05,26437198,61,51
Andhra Pradesh,Nandyal,2025-06,33175417,77,71
Andhra Pradesh,Nandyal,2025-07,23843253,53,33
Andhra Pradesh,Nandyal,2025-08,32657573,79,60
Andhra Pradesh,Nandyal,2025-09,32139464,81,65
Andhra Pradesh,Nandyal,2025-10,39396716,65,65
Andhra Pradesh,Nandyal,2025-11,35249811,66,70
Andhra Pradesh,Nandyal,2025-12,41470456,90,64
Andhra Pradesh,Nandyal,NaT,518370159,1644,900
Andhra Pradesh,Nellore,2025-01,306171425,68805,36501
Andhra Pradesh,Nellore,2025-02,126873284,1120,960
Andhra Pradesh,Nellore,2025-03,132115931,951,1002
Andhra Pradesh,Nellore,2025-04,121629808,1182,1171
Andhra Pradesh,Nellore,2025-05,86503402,734,668
Andhra Pradesh,Nellore,2025-06,109047021,915,914
Andhra Pradesh,Nellore,2025-07,75492131,907,557
Andhra Pradesh,Nellore,2025-08,111144980,964,901
Andhra Pradesh,Nellore,2025-09,106950697,589,867
Andhra Pradesh,Nellore,2025-10,133164406,1074,972
Andhra Pradesh,Nellore,2025-11,112716897,1018,998
Andhra Pradesh,Nellore,2025-12,125300127,1156,1224
Andhra Pradesh,Nellore,NaT,1607400514,19650,12677
Andhra Pradesh,Nizamabad,2025-01,68942368,1461,3783
Andhra Pradesh,Nizamabad,2025-02,41764624,86,153
Andhra Pradesh,Nizamabad,2025-03,49316711,113,210
Andhra Pradesh,Nizamabad,2025-04,40256991,105,176
Andhra Pradesh,Nizamabad,2025-05,22645613,42,62
Andhra Pradesh,Nizamabad,2025-06,36234915,55,141
Andhra Pradesh,Nizamabad,2025-07,22647283,42,80
Andhra Pradesh,Nizamabad,2025-08,36738948,69,108
Andhra Pradesh,Nizamabad,2025-09,31703182,58,114
Andhra Pradesh,Nizamabad,2025-10,40257066,81,181
Andhra Pradesh,Nizamabad,2025-11,39254628,79,167
Andhra Pradesh,Nizamabad,2025-12,40761770,69,223
Andhra Pradesh,Nizamabad,NaT,493663317,1192,2129
Andhra Pradesh,Palnadu,2025-01,84120308,4034,2712
Andhra Pradesh,Palnadu,2025-02,35005773,65,65
Andhra Pradesh,Palnadu,2025-03,38663208,70,74
Andhra Pradesh,Palnadu,2025-04,36053160,90,76
Andhra Pradesh,Palnadu,2025-05,23512758,58,36
Andhra Pradesh,Palnadu,2025-06,30827680,82,56
Andhra Pradesh,Palnadu,2025-07,21944097,54,29
Andhra Pradesh,Palnadu,2025-08,29782386,55,55
Andhra Pradesh,Palnadu,2025-09,24034872,41,41
Andhra Pradesh,Palnadu,2025-10,36572432,74,57
Andhra Pradesh,Palnadu,2025-11,31872879,68,56
Andhra Pradesh,Palnadu,2025-12,39709620,83,77
Andhra Pradesh,Palnadu,NaT,430006903,1233,712
Andhra Pradesh,Parvathipuram Manyam,2025-01,78049557,3773,3620
Andhra Pradesh,Parvathipuram Manyam,2025-02,24594116,49,74
Andhra Pradesh,Parvathipuram Manyam,2025-03,30476357,44,82
Andhra Pradesh,Parvathipuram Manyam,2025-04,28866712,50,106
Andhra Pradesh,Parvathipuram Manyam,2025-05,21390399,30,64
Andhra Pradesh,Parvathipuram Manyam,2025-06,20316514,35,56
Andhra Pradesh,Parvathipuram Manyam,2025-07,11230967,23,31
Andhra Pradesh,Parvathipuram Manyam,2025-08,24585452,50,66
Andhra Pradesh,Parvathipuram Manyam,2025-09,20855044,38,72
Andhra Pradesh,Parvathipuram Manyam,2025-10,24597647,59,58
Andhra Pradesh,Parvathipuram Manyam,2025-11,29408451,51,89
Andhra Pradesh,Parvathipuram Manyam,2025-12,31014963,45,101
Andhra Pradesh,Parvathipuram Manyam,NaT,359810089,843,1121
Andhra Pradesh,Prakasam,2025-01,381440670,98658,45198
Andhra Pradesh,Prakasam,2025-02,152784946,1645,1303
Andhra Pradesh,Prakasam,2025-03,168482428,1324,1516
Andhra Pradesh,Prakasam,2025-04,154355082,1887,1872
Andhra Pradesh,Prakasam,2025-05,111973084,1125,956
Andhra Pradesh,Prakasam,2025-06,141797834,1364,1220
Andhra Pradesh,Prakasam,2025-07,90519203,1059,604
Andhra Pradesh,Prakasam,2025-08,138134405,1299,1115
Andhra Pradesh,Prakasam,2025-09,130809692,994,1074
Andhra Pradesh,Prakasam,2025-10,175285832,1391,1369
Andhra Pradesh,Prakasam,2025-11,148600192,1414,1190
Andhra Pradesh,Prakasam,2025-12,158018216,1526,1596
Andhra Pradesh,Prakasam,NaT,2044290100,22847,16753
Andhra Pradesh,Rangareddi,2025-01,157755316,6711,25224
Andhra Pradesh,Rangareddi,2025-02,79643131,285,708
Andhra Pradesh,Rangareddi,2025-03,91161143,298,804
Andhra Pradesh,Rangareddi,2025-04,79161401,322,896
Andhra Pradesh,Rangareddi,2025-05,55603736,128,365
Andhra Pradesh,Rangareddi,2025-06,67120236,230,494
Andhra Pradesh,Rangareddi,2025-07,49078239,180,342
Andhra Pradesh,Rangareddi,2025-08,69646172,283,619
Andhra Pradesh,Rangareddi,2025-09,62613621,186,685
Andhra Pradesh,Rangareddi,2025-10,83645924,257,778
Andhra Pradesh,Rangareddi,2025-11,73605852,294,740
Andhra Pradesh,Rangareddi,2025-12,81157379,304,846
Andhra Pradesh,Rangareddi,NaT,1010340214,3785,8831
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,90148418,3758,2276
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,43502659,105,57
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,37209364,74,57
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,45075864,103,68
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,25684544,59,30
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,45075779,81,60
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,18872352,48,23
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,36688384,76,37
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,30393321,52,53
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,48743694,106,57
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,46118776,91,46
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,47694504,113,57
Andhra Pradesh,Sri Potti Sriramulu Nellore,NaT,613212706,2002,646
Andhra Pradesh,Sri Sathya Sai,2025-01,98438192,3829,2668
Andhra Pradesh,Sri Sathya Sai,2025-02,36077106,60,99
Andhra Pradesh,Sri Sathya Sai,2025-03,42282039,87,94
Andhra Pradesh,Sri Sathya Sai,2025-04,41743703,70,113
Andhra Pradesh,Sri Sathya Sai,2025-05,27831134,56,71
Andhra Pradesh,Sri Sathya Sai,2025-06,35046365,56,80
Andhra Pradesh,Sri Sathya Sai,2025-07,16493022,45,40
Andhra Pradesh,Sri Sathya Sai,2025-08,36592039,60,73
Andhra Pradesh,Sri Sathya Sai,2025-09,27852055,30,72
Andhra Pradesh,Sri Sathya Sai,2025-10,44324147,59,77
Andhra Pradesh,Sri Sathya Sai,2025-11,38138133,52,99
Andhra Pradesh,Sri Sathya Sai,2025-12,43807107,68,124
Andhra Pradesh,Sri Sathya Sai,NaT,516995766,1232,1101
Andhra Pradesh,Srikakulam,2025-01,263021042,91794,41437
Andhra Pradesh,Srikakulam,2025-02,104361202,1258,1102
Andhra Pradesh,Srikakulam,2025-03,121927648,1173,1221
Andhra Pradesh,Srikakulam,2025-04,103822502,1445,1368
Andhra Pradesh,Srikakulam,2025-05,87317679,869,752
Andhra Pradesh,Srikakulam,2025-06,98497686,1003,1010
Andhra Pradesh,Srikakulam,2025-07,71338295,811,521
Andhra Pradesh,Srikakulam,2025-08,95302705,926,866
Andhra Pradesh,Srikakulam,2025-09,91041239,748,976
Andhra Pradesh,Srikakulam,2025-10,116601547,932,1191
Andhra Pradesh,Srikakulam,2025-11,99029607,952,1095
Andhra Pradesh,Srikakulam,2025-12,108616445,976,1244
Andhra Pradesh,Srikakulam,NaT,1391749123,22291,14646
Andhra Pradesh,Tirupati,2025-01,95602302,3359,3144
Andhra Pradesh,Tirupati,2025-02,36926674,79,66
Andhra Pradesh,Tirupati,2025-03,44147537,84,50
Andhra Pradesh,Tirupati,2025-04,42637817,106,88
Andhra Pradesh,Tirupati,2025-05,28589978,50,56
Andhra Pradesh,Tirupati,2025-06,36400670,64,71
Andhra Pradesh,Tirupati,2025-07,27548599,70,33
Andhra Pradesh,Tirupati,2025-08,38471528,73,65
Andhra Pradesh,Tirupati,2025-09,30156490,59,62
Andhra Pradesh,Tirupati,2025-10,42602379,75,77
Andhra Pradesh,Tirupati,2025-11,40540487,76,70
Andhra Pradesh,Tirupati,2025-12,43644723,76,95
Andhra Pradesh,Tirupati,NaT,557919019,1462,888
Andhra Pradesh,Visakhapatnam,2025-01,353567685,138852,75062
Andhra Pradesh,Visakhapatnam,2025-02,131104582,2401,1655
Andhra Pradesh,Visakhapatnam,2025-03,155014973,1905,1744
Andhra Pradesh,Visakhapatnam,2025-04,139612550,2475,2341
Andhra Pradesh,Visakhapatnam,2025-05,125272658,1953,1517
Andhra Pradesh,Visakhapatnam,2025-06,140687966,2304,1784
Andhra Pradesh,Visakhapatnam,2025-07,131079686,1961,1076
Andhra Pradesh,Visakhapatnam,2025-08,133240048,2100,1642
Andhra Pradesh,Visakhapatnam,2025-09,133763554,1700,1592
Andhra Pradesh,Visakhapatnam,2025-10,159785975,2037,1967
Andhra Pradesh,Visakhapatnam,2025-11,139074693,2083,1766
Andhra Pradesh,Visakhapatnam,2025-12,145973109,2114,2005
Andhra Pradesh,Visakhapatnam,NaT,1875989929,33500,21767
Andhra Pradesh,Vizianagaram,2025-01,256793767,70513,34682
Andhra Pradesh,Vizianagaram,2025-02,94149295,1108,1010
Andhra Pradesh,Vizianagaram,2025-03,110216262,929,1032
Andhra Pradesh,Vizianagaram,2025-04,100031602,1225,1283
Andhra Pradesh,Vizianagaram,2025-05,75981951,678,607
Andhra Pradesh,Vizianagaram,2025-06,101638046,1051,986
Andhra Pradesh,Vizianagaram,2025-07,73305515,716,480
Andhra Pradesh,Vizianagaram,2025-08,94154209,948,891
Andhra Pradesh,Vizianagaram,2025-09,98451340,802,1075
Andhra Pradesh,Vizianagaram,2025-10,113423449,1016,1058
Andhra Pradesh,Vizianagaram,2025-11,96284567,1208,1027
Andhra Pradesh,Vizianagaram,2025-12,105387004,1390,1197
Andhra Pradesh,Vizianagaram,NaT,1335347023,19712,13374
Andhra Pradesh,Warangal,2025-01,190841889,7143,21384
Andhra Pradesh,Warangal,2025-02,85551364,248,649
Andhra Pradesh,Warangal,2025-03,98712023,256,802
Andhra Pradesh,Warangal,2025-04,93142611,382,949
Andhra Pradesh,Warangal,2025-05,69349304,157,420
Andhra Pradesh,Warangal,2025-06,90106303,229,622
Andhra Pradesh,Warangal,2025-07,70869668,149,443
Andhra Pradesh,Warangal,2025-08,84031613,236,558
Andhra Pradesh,Warangal,2025-09,83020084,224,643
Andhra Pradesh,Warangal,2025-10,105291606,342,776
Andhra Pradesh,Warangal,2025-11,90611895,283,668
Andhra Pradesh,Warangal,2025-12,91118422,241,897
Andhra Pradesh,Warangal,NaT,1166821265,3856,9201
Andhra Pradesh,West Godavari,2025-01,442122639,94430,50464
Andhra Pradesh,West Godavari,2025-02,164749352,1499,1237
Andhra Pradesh,West Godavari,2025-03,190341234,1399,1274
Andhra Pradesh,West Godavari,2025-04,176558969,1913,1637
Andhra Pradesh,West Godavari,2025-05,134939626,1217,898
Andhra Pradesh,West Godavari,2025-06,173927958,1628,1307
Andhra Pradesh,West Godavari,2025-07,139268833,1243,724
Andhra Pradesh,West Godavari,2025-08,167448325,1369,1154
Andhra Pradesh,West Godavari,2025-09,164217520,1230,1299
Andhra Pradesh,West Godavari,2025-10,204808004,1398,1375
Andhra Pradesh,West Godavari,2025-11,180245569,1495,1393
Andhra Pradesh,West Godavari,2025-12,174420948,1508,1534
Andhra Pradesh,West Godavari,NaT,2286800737,29650,16139
Andhra Pradesh,Y. S. R,2025-01,76406519,3129,2128
Andhra Pradesh,Y. S. R,2025-02,35622863,102,65
Andhra Pradesh,Y. S. R,2025-03,34589549,84,64
Andhra Pradesh,Y. S. R,2025-04,36139427,85,71
Andhra Pradesh,Y. S. R,2025-05,27876305,59,44
Andhra Pradesh,Y. S. R,2025-06,39753340,91,79
Andhra Pradesh,Y. S. R,2025-07,26844729,68,47
Andhra Pradesh,Y. S. R,2025-08,36139276,58,58
Andhra Pradesh,Y. S. R,2025-09,26327765,51,53
Andhra Pradesh,Y. S. R,2025-10,30975610,42,64
Andhra Pradesh,Y. S. R,2025-11,35622375,57,72
Andhra Pradesh,Y. S. R,2025-12,35622411,85,58
Andhra Pradesh,Y. S. R,NaT,438830430,1272,622
Arunachal Pradesh,Anjaw,2025-01,6336832,332,374
Arunachal Pradesh,Anjaw,2025-02,1584208,20,3
Arunachal Pradesh,Anjaw,2025-03,2376312,17,7
Arunachal Pradesh,Anjaw,2025-04,2376312,14,5
Arunachal Pradesh,Anjaw,2025-05,2376312,10,8
Arunachal Pradesh,Anjaw,2025-06,1584208,16,4
Arunachal Pradesh,Anjaw,2025-07,792104,2,0
Arunachal Pradesh,Anjaw,2025-08,2376312,51,3
Arunachal Pradesh,Anjaw,2025-09,2376312,12,4
Arunachal Pradesh,Anjaw,2025-10,3168416,28,4
Arunachal Pradesh,Anjaw,2025-11,2376312,32,10
Arunachal Pradesh,Anjaw,2025-12,2376312,8,3
Arunachal Pradesh,Anjaw,NaT,25347328,133,71
Arunachal Pradesh,Changlang,2025-01,31684002,2437,1628
Arunachal Pradesh,Changlang,2025-02,13465702,256,57
Arunachal Pradesh,Changlang,2025-03,15049922,278,66
Arunachal Pradesh,Changlang,2025-04,13465744,254,88
Arunachal Pradesh,Changlang,2025-05,12673624,151,48
Arunachal Pradesh,Changlang,2025-06,11089447,142,28
Arunachal Pradesh,Changlang,2025-07,13465924,240,34
Arunachal Pradesh,Changlang,2025-08,12673621,172,79
Arunachal Pradesh,Changlang,2025-09,15049954,192,41
Arunachal Pradesh,Changlang,2025-10,11881502,103,48
Arunachal Pradesh,Changlang,2025-11,16634078,125,50
Arunachal Pradesh,Changlang,2025-12,14257799,175,49
Arunachal Pradesh,Changlang,NaT,155251746,911,531
Arunachal Pradesh,Dibang Valley,2025-01,5544707,96,111
Arunachal Pradesh,Dibang Valley,2025-02,792101,0,1
Arunachal Pradesh,Dibang Valley,2025-03,1584211,4,1
Arunachal Pradesh,Dibang Valley,2025-04,2376303,8,3
Arunachal Pradesh,Dibang Valley,2025-05,1584202,2,1
Arunachal Pradesh,Dibang Valley,2025-06,2376303,2,8
Arunachal Pradesh,Dibang Valley,2025-07,1584202,1,3
Arunachal Pradesh,Dibang Valley,2025-08,3168413,13,5
Arunachal Pradesh,Dibang Valley,2025-09,2376303,8,3
Arunachal Pradesh,Dibang Valley,2025-10,3168413,26,1
Arunachal Pradesh,Dibang Valley,2025-11,2376312,16,6
Arunachal Pradesh,Dibang Valley,2025-12,1584202,36,0
Arunachal Pradesh,Dibang Valley,NaT,22178864,101,15
Arunachal Pradesh,East Kameng,2025-01,9481228,1274,1041
Arunachal Pradesh,East Kameng,2025-02,2370306,16,16
Arunachal Pradesh,East Kameng,2025-03,4740614,33,23
Arunachal Pradesh,East Kameng,2025-04,4740615,104,42
Arunachal Pradesh,East Kameng,2025-05,3950511,121,29
Arunachal Pradesh,East Kameng,2025-06,4740615,65,19
Arunachal Pradesh,East Kameng,2025-07,4740615,63,11
Arunachal Pradesh,East Kameng,2025-08,2370306,123,20
Arunachal Pradesh,East Kameng,2025-09,3160408,60,11
Arunachal Pradesh,East Kameng,2025-10,2370307,65,24
Arunachal Pradesh,East Kameng,2025-11,3160409,77,19
Arunachal Pradesh,East Kameng,2025-12,3950512,43,22
Arunachal Pradesh,East Kameng,NaT,50566552,646,330
Arunachal Pradesh,East Siang,2025-01,11075438,865,675
Arunachal Pradesh,East Siang,2025-02,3164410,74,11
Arunachal Pradesh,East Siang,2025-03,4746618,63,14
Arunachal Pradesh,East Siang,2025-04,4746618,102,19
Arunachal Pradesh,East Siang,2025-05,5537719,52,15
Arunachal Pradesh,East Siang,2025-06,4746618,51,11
Arunachal Pradesh,East Siang,2025-07,4746618,63,16
Arunachal Pradesh,East Siang,2025-08,3955516,49,17
Arunachal Pradesh,East Siang,2025-09,3955514,55,15
Arunachal Pradesh,East Siang,2025-10,5537720,64,25
Arunachal Pradesh,East Siang,2025-11,4746618,49,15
Arunachal Pradesh,East Siang,2025-12,4746618,74,21
Arunachal Pradesh,East Siang,NaT,60914922,681,225
Arunachal Pradesh,Kamle,2025-01,2373390,38,58
Arunachal Pradesh,Kamle,2025-02,1582260,0,2
Arunachal Pradesh,Kamle,2025-03,791130,1,3
Arunachal Pradesh,Kamle,2025-04,1582260,3,0
Arunachal Pradesh,Kamle,2025-05,1582260,1,2
Arunachal Pradesh,Kamle,2025-06,791130,1,1
Arunachal Pradesh,Kamle,2025-07,2373390,0,5
Arunachal Pradesh,Kamle,2025-08,1582260,1,1
Arunachal Pradesh,Kamle,2025-09,791130,1,0
Arunachal Pradesh,Kamle,2025-10,791130,0,1
Arunachal Pradesh,Kamle,2025-11,791130,1,1
Arunachal Pradesh,Kamle,2025-12,791130,0,1
Arunachal Pradesh,Kamle,NaT,11866950,10,11
Arunachal Pradesh,Kra Daadi,2025-01,4746708,492,422
Arunachal Pradesh,Kra Daadi,2025-02,1582236,9,5
Arunachal Pradesh,Kra Daadi,2025-03,2373354,14,6
Arunachal Pradesh,Kra Daadi,2025-04,2373354,14,5
Arunachal Pradesh,Kra Daadi,2025-05,2373354,8,3
Arunachal Pradesh,Kra Daadi,2025-06,1582236,2,3
Arunachal Pradesh,Kra Daadi,2025-07,3164472,10,4
Arunachal Pradesh,Kra Daadi,2025-08,2373354,13,8
Arunachal Pradesh,Kra Daadi,2025-09,1582236,6,3
Arunachal Pradesh,Kra Daadi,2025-10,3164472,11,6
Arunachal Pradesh,Kra Daadi,2025-11,2373354,11,4
Arunachal Pradesh,Kra Daadi,2025-12,2373354,8,3
Arunachal Pradesh,Kra Daadi,NaT,26898012,119,51
Arunachal Pradesh,Kurung Kumey,2025-01,6328944,621,1842
Arunachal Pradesh,Kurung Kumey,2025-02,2373354,6,10
Arunachal Pradesh,Kurung Kumey,2025-03,3164472,22,29
Arunachal Pradesh,Kurung Kumey,2025-04,2373354,16,7
Arunachal Pradesh,Kurung Kumey,2025-05,2373354,21,7
Arunachal Pradesh,Kurung Kumey,2025-06,2373354,8,5
Arunachal Pradesh,Kurung Kumey,2025-07,2373354,24,4
Arunachal Pradesh,Kurung Kumey,2025-08,2373354,47,23
Arunachal Pradesh,Kurung Kumey,2025-09,2373354,11,17
Arunachal Pradesh,Kurung Kumey,2025-10,2373354,33,15
Arunachal Pradesh,Kurung Kumey,2025-11,3164472,50,14
Arunachal Pradesh,Kurung Kumey,2025-12,2373354,61,3
Arunachal Pradesh,Kurung Kumey,NaT,32435838,379,115
Arunachal Pradesh,Leparada,2025-01,1582202,2,0
Arunachal Pradesh,Leparada,2025-03,791101,1,0
Arunachal Pradesh,Leparada,2025-04,791101,1,0
Arunachal Pradesh,Leparada,2025-05,1582202,4,0
Arunachal Pradesh,Leparada,2025-08,1582202,2,0
Arunachal Pradesh,Leparada,2025-09,2373303,3,0
Arunachal Pradesh,Leparada,2025-11,791101,0,1
Arunachal Pradesh,Leparada,2025-12,1582202,2,0
Arunachal Pradesh,Leparada,NaT,7119909,19,1
Arunachal Pradesh,Lohit,2025-01,15049378,700,1469
Arunachal Pradesh,Lohit,2025-02,5544531,75,20
Arunachal Pradesh,Lohit,2025-03,7920737,68,25
Arunachal Pradesh,Lohit,2025-04,8712848,74,35
Arunachal Pradesh,Lohit,2025-05,7920745,30,21
Arunachal Pradesh,Lohit,2025-06,7128642,79,12
Arunachal Pradesh,Lohit,2025-07,5544530,35,20
Arunachal Pradesh,Lohit,2025-08,7128635,50,29
Arunachal Pradesh,Lohit,2025-09,7920635,34,31
Arunachal Pradesh,Lohit,2025-10,11089046,50,30
Arunachal Pradesh,Lohit,2025-11,7128525,46,30
Arunachal Pradesh,Lohit,2025-12,8712840,63,33
Arunachal Pradesh,Lohit,NaT,98217041,492,340
Arunachal Pradesh,Longding,2025-01,15809612,930,706
Arunachal Pradesh,Longding,2025-02,5522914,21,16
Arunachal Pradesh,Longding,2025-03,7107177,39,17
Arunachal Pradesh,Longding,2025-04,8685935,44,21
Arunachal Pradesh,Longding,2025-05,5539413,26,10
Arunachal Pradesh,Longding,2025-06,6320545,10,11
Arunachal Pradesh,Longding,2025-07,4741785,49,12
Arunachal Pradesh,Longding,2025-08,7893806,10,16
Arunachal Pradesh,Longding,2025-09,6326043,19,16
Arunachal Pradesh,Longding,2025-10,8680436,17,14
Arunachal Pradesh,Longding,2025-11,9478067,46,15
Arunachal Pradesh,Longding,2025-12,6320545,30,7
Arunachal Pradesh,Longding,NaT,79768687,370,127
Arunachal Pradesh,Lower Dibang Valley,2025-01,6336880,560,551
Arunachal Pradesh,Lower Dibang Valley,2025-02,2376330,12,10
Arunachal Pradesh,Lower Dibang Valley,2025-03,2376330,31,16
Arunachal Pradesh,Lower Dibang Valley,2025-04,2376330,54,15
Arunachal Pradesh,Lower Dibang Valley,2025-05,2376330,15,10
Arunachal Pradesh,Lower Dibang Valley,2025-06,2376330,10,10
Arunachal Pradesh,Lower Dibang Valley,2025-07,2376330,37,9
Arunachal Pradesh,Lower Dibang Valley,2025-08,2376330,20,6
Arunachal Pradesh,Lower Dibang Valley,2025-09,3168440,13,27
Arunachal Pradesh,Lower Dibang Valley,2025-10,2376330,31,14
Arunachal Pradesh,Lower Dibang Valley,2025-11,1584220,10,13
Arunachal Pradesh,Lower Dibang Valley,2025-12,2376330,39,19
Arunachal Pradesh,Lower Dibang Valley,NaT,33268620,541,175
Arunachal Pradesh,Lower Siang,2025-01,6328905,52,24
Arunachal Pradesh,Lower Siang,2025-02,1582250,2,1
Arunachal Pradesh,Lower Siang,2025-03,2373328,9,0
Arunachal Pradesh,Lower Siang,2025-04,5537757,39,2
Arunachal Pradesh,Lower Siang,2025-05,3164453,25,2
Arunachal Pradesh,Lower Siang,2025-06,3164429,19,0
Arunachal Pradesh,Lower Siang,2025-07,1582227,4,1
Arunachal Pradesh,Lower Siang,2025-08,3164452,6,3
Arunachal Pradesh,Lower Siang,2025-09,2373351,3,1
Arunachal Pradesh,Lower Siang,2025-10,4746703,15,1
Arunachal Pradesh,Lower Siang,2025-11,6328906,15,3
Arunachal Pradesh,Lower Siang,2025-12,4746679,18,1
Arunachal Pradesh,Lower Siang,NaT,37973314,152,15
Arunachal Pradesh,Lower Subansiri,2025-01,8702316,860,822
Arunachal Pradesh,Lower Subansiri,2025-02,3955599,21,19
Arunachal Pradesh,Lower Subansiri,2025-03,4746718,39,20
Arunachal Pradesh,Lower Subansiri,2025-04,3164479,29,18
Arunachal Pradesh,Lower Subansiri,2025-05,3955598,21,13
Arunachal Pradesh,Lower Subansiri,2025-06,4746717,3,5
Arunachal Pradesh,Lower Subansiri,2025-07,2373360,5,7
Arunachal Pradesh,Lower Subansiri,2025-08,3164479,10,10
Arunachal Pradesh,Lower Subansiri,2025-09,3164479,18,12
Arunachal Pradesh,Lower Subansiri,2025-10,3955598,51,16
Arunachal Pradesh,Lower Subansiri,2025-11,3955598,34,21
Arunachal Pradesh,Lower Subansiri,2025-12,3955598,29,10
Arunachal Pradesh,Lower Subansiri,NaT,52213891,410,177
Arunachal Pradesh,Namsai,2025-01,17426273,1797,1867
Arunachal Pradesh,Namsai,2025-02,6336828,112,15
Arunachal Pradesh,Namsai,2025-03,7128930,85,24
Arunachal Pradesh,Namsai,2025-04,7128930,167,26
Arunachal Pradesh,Namsai,2025-05,8713138,96,14
Arunachal Pradesh,Namsai,2025-06,6336825,79,9
Arunachal Pradesh,Namsai,2025-07,7128931,193,28
Arunachal Pradesh,Namsai,2025-08,6336825,55,23
Arunachal Pradesh,Namsai,2025-09,7128930,74,21
Arunachal Pradesh,Namsai,2025-10,7128931,88,49
Arunachal Pradesh,Namsai,2025-11,7128930,87,22
Arunachal Pradesh,Namsai,2025-12,7128930,130,28
Arunachal Pradesh,Namsai,NaT,81586655,598,316
Arunachal Pradesh,Pakke Kessang,2025-01,790103,12,6
Arunachal Pradesh,Pakke Kessang,2025-02,790103,1,2
Arunachal Pradesh,Pakke Kessang,2025-03,790103,0,1
Arunachal Pradesh,Pakke Kessang,2025-04,790103,1,2
Arunachal Pradesh,Pakke Kessang,2025-05,1580206,0,3
Arunachal Pradesh,Pakke Kessang,2025-06,790103,0,2
Arunachal Pradesh,Pakke Kessang,2025-08,790103,0,1
Arunachal Pradesh,Pakke Kessang,2025-09,790103,0,1
Arunachal Pradesh,Pakke Kessang,2025-10,1580206,0,2
Arunachal Pradesh,Pakke Kessang,2025-11,2370309,3,4
Arunachal Pradesh,Pakke Kessang,2025-12,1580206,2,1
Arunachal Pradesh,Pakke Kessang,NaT,16592163,11,19
Arunachal Pradesh,Papum Pare,2025-01,37973479,2480,3241
Arunachal Pradesh,Papum Pare,2025-02,17404492,78,40
Arunachal Pradesh,Papum Pare,2025-03,18195618,160,62
Arunachal Pradesh,Papum Pare,2025-04,15822276,175,43
Arunachal Pradesh,Papum Pare,2025-05,15031160,73,38
Arunachal Pradesh,Papum Pare,2025-06,15031165,64,29
