state,district,year_month,pincode,demo_age_5_17,demo_age_17_
Andhra Pradesh,Nalgonda,NaT,1331030426,738,14597
Andhra Pradesh,Nandyal,2025-01,82417161,3148,14370
Andhra Pradesh,Nandyal,2025-02,77238854,83,449
Andhra Pradesh,Nandyal,2025-03,67905522,87,385
Andhra Pradesh,Nandyal,2025-04,66351835,52,343
Andhra Pradesh,Nandyal,2025-05,52873454,55,329
Andhra Pradesh,Nandyal,2025-06,45614949,48,263
Andhra Pradesh,Nandyal,2025-07,54429763,93,436
Andhra Pradesh,Nandyal,2025-08,50796848,52,286
Andhra Pradesh,Nandyal,2025-09,57538859,81,261
Andhra Pradesh,Nandyal,2025-10,50281887,52,251
Andhra Pradesh,Nandyal,2025-11,51836463,60,279
Andhra Pradesh,Nandyal,2025-12,47687367,50,286
Andhra Pradesh,Nandyal,NaT,832507809,937,4649
Andhra Pradesh,Nellore,2025-01,157277721,1270,18121
Andhra Pradesh,Nellore,2025-02,162521452,420,1988
Andhra Pradesh,Nellore,2025-03,149416972,262,1813
Andhra Pradesh,Nellore,2025-04,156754581,313,2368
Andhra Pradesh,Nellore,2025-05,119533055,194,1310
Andhra Pradesh,Nellore,2025-06,99611826,176,1403
Andhra Pradesh,Nellore,2025-07,118483336,197,1016
Andhra Pradesh,Nellore,2025-08,114814934,200,1546
Andhra Pradesh,Nellore,2025-09,110095963,160,1113
Andhra Pradesh,Nellore,2025-10,133165189,178,1793
Andhra Pradesh,Nellore,2025-11,129485795,227,1909
Andhra Pradesh,Nellore,2025-12,105901058,176,1671
Andhra Pradesh,Nellore,NaT,1998497168,3338,24961
Andhra Pradesh,Nizamabad,2025-01,39759265,79,645
Andhra Pradesh,Nizamabad,2025-02,51831826,36,293
Andhra Pradesh,Nizamabad,2025-03,38247235,37,162
Andhra Pradesh,Nizamabad,2025-04,49817176,73,459
Andhra Pradesh,Nizamabad,2025-05,21641023,17,74
Andhra Pradesh,Nizamabad,2025-06,24155513,15,78
Andhra Pradesh,Nizamabad,2025-07,29687710,34,121
Andhra Pradesh,Nizamabad,2025-08,38250264,34,126
Andhra Pradesh,Nizamabad,2025-09,29188430,19,112
Andhra Pradesh,Nizamabad,2025-10,35228550,11,174
Andhra Pradesh,Nizamabad,2025-11,37239210,32,145
Andhra Pradesh,Nizamabad,2025-12,27180331,16,123
Andhra Pradesh,Nizamabad,NaT,523345335,325,2301
Andhra Pradesh,Palnadu,2025-01,75241965,2343,12453
Andhra Pradesh,Palnadu,2025-02,73672918,81,504
Andhra Pradesh,Palnadu,2025-03,62174891,56,448
Andhra Pradesh,Palnadu,2025-04,57473800,76,360
Andhra Pradesh,Palnadu,2025-05,56426122,71,424
Andhra Pradesh,Palnadu,2025-06,42323615,43,268
Andhra Pradesh,Palnadu,2025-07,57995203,79,505
Andhra Pradesh,Palnadu,2025-08,56952379,62,322
Andhra Pradesh,Palnadu,2025-09,52772106,68,337
Andhra Pradesh,Palnadu,2025-10,51724988,60,243
Andhra Pradesh,Palnadu,2025-11,50158517,56,289
Andhra Pradesh,Palnadu,2025-12,41277707,44,247
Andhra Pradesh,Palnadu,NaT,853229216,916,5140
Andhra Pradesh,Parvathipuram Manyam,2025-01,50816973,482,3032
Andhra Pradesh,Parvathipuram Manyam,2025-02,47043739,70,254
Andhra Pradesh,Parvathipuram Manyam,2025-03,40626818,54,210
Andhra Pradesh,Parvathipuram Manyam,2025-04,38490655,35,190
Andhra Pradesh,Parvathipuram Manyam,2025-05,32615373,57,197
Andhra Pradesh,Parvathipuram Manyam,2025-06,26736917,34,194
Andhra Pradesh,Parvathipuram Manyam,2025-07,33689276,57,174
Andhra Pradesh,Parvathipuram Manyam,2025-08,30482041,39,178
Andhra Pradesh,Parvathipuram Manyam,2025-09,32083048,25,142
Andhra Pradesh,Parvathipuram Manyam,2025-10,34741848,26,154
Andhra Pradesh,Parvathipuram Manyam,2025-11,31556405,32,160
Andhra Pradesh,Parvathipuram Manyam,2025-12,32069539,31,196
Andhra Pradesh,Parvathipuram Manyam,NaT,549118599,569,2799
Andhra Pradesh,Prakasam,2025-01,219237238,3899,38504
Andhra Pradesh,Prakasam,2025-02,201969647,772,3201
Andhra Pradesh,Prakasam,2025-03,179993225,499,3151
Andhra Pradesh,Prakasam,2025-04,181564629,610,3381
Andhra Pradesh,Prakasam,2025-05,150170033,478,1965
Andhra Pradesh,Prakasam,2025-06,124529149,368,2145
Andhra Pradesh,Prakasam,2025-07,155400900,577,1931
Andhra Pradesh,Prakasam,2025-08,155925050,563,2730
Andhra Pradesh,Prakasam,2025-09,152784337,354,1925
Andhra Pradesh,Prakasam,2025-10,173715422,311,2991
Andhra Pradesh,Prakasam,2025-11,169007832,373,2538
Andhra Pradesh,Prakasam,2025-12,154354719,335,2778
Andhra Pradesh,Prakasam,NaT,2624040745,6380,37739
Andhra Pradesh,Rangareddi,2025-01,91133736,564,3770
Andhra Pradesh,Rangareddi,2025-02,94680750,199,832
Andhra Pradesh,Rangareddi,2025-03,86153741,146,697
Andhra Pradesh,Rangareddi,2025-04,93162989,220,1199
Andhra Pradesh,Rangareddi,2025-05,58609981,131,383
Andhra Pradesh,Rangareddi,2025-06,46092917,68,274
Andhra Pradesh,Rangareddi,2025-07,65127614,153,430
Andhra Pradesh,Rangareddi,2025-08,74108631,101,584
Andhra Pradesh,Rangareddi,2025-09,68611282,120,448
Andhra Pradesh,Rangareddi,2025-10,74116673,58,544
Andhra Pradesh,Rangareddi,2025-11,75615422,107,474
Andhra Pradesh,Rangareddi,2025-12,69117808,92,593
Andhra Pradesh,Rangareddi,NaT,1187666982,1610,8468
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,95909792,1235,7515
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,95385089,92,631
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,91198535,53,454
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,87004793,74,394
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,72332615,81,446
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,59227575,70,404
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,79661418,112,550
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,66562943,58,409
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,76000230,57,471
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,69187381,62,324
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,63943893,54,397
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,70758113,57,455
Andhra Pradesh,Sri Potti Sriramulu Nellore,NaT,1146247607,1040,6570
Andhra Pradesh,Sri Sathya Sai,2025-01,86581182,1853,7681
Andhra Pradesh,Sri Sathya Sai,2025-02,91217908,159,574
Andhra Pradesh,Sri Sathya Sai,2025-03,71120901,98,502
Andhra Pradesh,Sri Sathya Sai,2025-04,77820048,94,423
Andhra Pradesh,Sri Sathya Sai,2025-05,51539112,84,321
Andhra Pradesh,Sri Sathya Sai,2025-06,51022021,70,352
Andhra Pradesh,Sri Sathya Sai,2025-07,61843858,109,520
Andhra Pradesh,Sri Sathya Sai,2025-08,58752946,72,363
Andhra Pradesh,Sri Sathya Sai,2025-09,66995373,59,421
Andhra Pradesh,Sri Sathya Sai,2025-10,64421584,77,388
Andhra Pradesh,Sri Sathya Sai,2025-11,64420941,53,428
Andhra Pradesh,Sri Sathya Sai,2025-12,54111951,58,348
Andhra Pradesh,Sri Sathya Sai,NaT,1013764611,1167,5833
Andhra Pradesh,Srikakulam,2025-01,161844516,11151,62655
Andhra Pradesh,Srikakulam,2025-02,149085165,794,2371
Andhra Pradesh,Srikakulam,2025-03,114479852,547,2006
Andhra Pradesh,Srikakulam,2025-04,130977358,622,2434
Andhra Pradesh,Srikakulam,2025-05,105414624,486,1477
Andhra Pradesh,Srikakulam,2025-06,90511918,390,1749
Andhra Pradesh,Srikakulam,2025-07,102758276,468,1349
Andhra Pradesh,Srikakulam,2025-08,104353034,540,1820
Andhra Pradesh,Srikakulam,2025-09,109679730,380,1694
Andhra Pradesh,Srikakulam,2025-10,109675053,319,1761
Andhra Pradesh,Srikakulam,2025-11,103821034,297,1560
Andhra Pradesh,Srikakulam,2025-12,100626554,362,1986
Andhra Pradesh,Srikakulam,NaT,1868289619,7959,28522
Andhra Pradesh,Tirupati,2025-01,84720794,2583,15055
Andhra Pradesh,Tirupati,2025-02,89947047,110,693
Andhra Pradesh,Tirupati,2025-03,76438730,74,571
Andhra Pradesh,Tirupati,2025-04,75401591,72,442
Andhra Pradesh,Tirupati,2025-05,63949599,87,392
Andhra Pradesh,Tirupati,2025-06,59740191,84,489
Andhra Pradesh,Tirupati,2025-07,61327323,114,647
Andhra Pradesh,Tirupati,2025-08,73844730,83,516
Andhra Pradesh,Tirupati,2025-09,54568285,98,419
Andhra Pradesh,Tirupati,2025-10,68083093,67,421
Andhra Pradesh,Tirupati,2025-11,72187818,68,491
Andhra Pradesh,Tirupati,2025-12,76994554,89,650
Andhra Pradesh,Tirupati,NaT,1071840542,1239,7676
Andhra Pradesh,Visakhapatnam,2025-01,214946951,8654,69619
Andhra Pradesh,Visakhapatnam,2025-02,187895244,743,3515
Andhra Pradesh,Visakhapatnam,2025-03,162414429,461,2989
Andhra Pradesh,Visakhapatnam,2025-04,171977813,471,3623
Andhra Pradesh,Visakhapatnam,2025-05,137486228,418,1887
Andhra Pradesh,Visakhapatnam,2025-06,122624021,332,2299
Andhra Pradesh,Visakhapatnam,2025-07,123146450,359,1659
Andhra Pradesh,Visakhapatnam,2025-08,139089573,440,2424
Andhra Pradesh,Visakhapatnam,2025-09,130579712,360,1897
Andhra Pradesh,Visakhapatnam,2025-10,153415510,347,2642
Andhra Pradesh,Visakhapatnam,2025-11,142801534,318,2454
Andhra Pradesh,Visakhapatnam,2025-12,126863000,342,2385
Andhra Pradesh,Visakhapatnam,NaT,2424644896,6619,39936
Andhra Pradesh,Vizianagaram,2025-01,146047291,3885,31394
Andhra Pradesh,Vizianagaram,2025-02,134264502,414,1751
Andhra Pradesh,Vizianagaram,2025-03,111799881,273,1549
Andhra Pradesh,Vizianagaram,2025-04,126796234,329,2074
Andhra Pradesh,Vizianagaram,2025-05,116613421,287,1152
Andhra Pradesh,Vizianagaram,2025-06,89870504,253,1242
Andhra Pradesh,Vizianagaram,2025-07,85577539,232,816
Andhra Pradesh,Vizianagaram,2025-08,96808794,273,1300
Andhra Pradesh,Vizianagaram,2025-09,94138636,192,1057
Andhra Pradesh,Vizianagaram,2025-10,115016660,217,1516
Andhra Pradesh,Vizianagaram,2025-11,99483687,183,1233
Andhra Pradesh,Vizianagaram,2025-12,91488457,221,1465
Andhra Pradesh,Vizianagaram,NaT,1766345428,4310,21269
Andhra Pradesh,Warangal,2025-01,114908255,858,7291
Andhra Pradesh,Warangal,2025-02,125035125,157,1475
Andhra Pradesh,Warangal,2025-03,107319061,130,1144
Andhra Pradesh,Warangal,2025-04,119973749,239,1970
Andhra Pradesh,Warangal,2025-05,82007172,90,454
Andhra Pradesh,Warangal,2025-06,74413978,66,675
Andhra Pradesh,Warangal,2025-07,71375957,104,451
Andhra Pradesh,Warangal,2025-08,86563007,121,877
Andhra Pradesh,Warangal,2025-09,70364130,87,584
Andhra Pradesh,Warangal,2025-10,106811309,92,1002
Andhra Pradesh,Warangal,2025-11,86563208,82,795
Andhra Pradesh,Warangal,2025-12,91628216,68,984
Andhra Pradesh,Warangal,NaT,1463473435,1511,13459
Andhra Pradesh,West Godavari,2025-01,268351858,5732,51955
Andhra Pradesh,West Godavari,2025-02,248479768,546,3318
Andhra Pradesh,West Godavari,2025-03,204340727,343,2694
Andhra Pradesh,West Godavari,2025-04,222398022,442,3387
Andhra Pradesh,West Godavari,2025-05,160556486,274,1675
Andhra Pradesh,West Godavari,2025-06,147240786,277,2062
Andhra Pradesh,West Godavari,2025-07,142391265,280,1274
Andhra Pradesh,West Godavari,2025-08,178080475,327,2413
Andhra Pradesh,West Godavari,2025-09,167526137,246,1868
Andhra Pradesh,West Godavari,2025-10,195189751,274,2579
Andhra Pradesh,West Godavari,2025-11,167475501,252,2253
Andhra Pradesh,West Godavari,2025-12,178080252,312,2637
Andhra Pradesh,West Godavari,NaT,3057705734,4953,34433
Andhra Pradesh,Y. S. R,2025-01,82603854,2496,13333
Andhra Pradesh,Y. S. R,2025-02,88285897,67,598
Andhra Pradesh,Y. S. R,2025-03,56274865,74,378
Andhra Pradesh,Y. S. R,2025-04,66086485,48,400
Andhra Pradesh,Y. S. R,2025-05,55241632,67,410
Andhra Pradesh,Y. S. R,2025-06,51113832,68,437
Andhra Pradesh,Y. S. R,2025-07,51628211,66,354
Andhra Pradesh,Y. S. R,2025-08,64535457,60,452
Andhra Pradesh,Y. S. R,2025-09,54209981,70,390
Andhra Pradesh,Y. S. R,2025-10,57821793,72,408
Andhra Pradesh,Y. S. R,2025-11,54727056,49,386
Andhra Pradesh,Y. S. R,2025-12,53176671,75,430
Andhra Pradesh,Y. S. R,NaT,932932303,949,6049
Arunachal Pradesh,Anjaw,2025-01,3168416,26,224
Arunachal Pradesh,Anjaw,2025-02,1584208,0,10
Arunachal Pradesh,Anjaw,2025-03,3168416,4,21
Arunachal Pradesh,Anjaw,2025-04,2376312,8,37
Arunachal Pradesh,Anjaw,2025-05,3168416,3,17
Arunachal Pradesh,Anjaw,2025-06,1584208,2,4
Arunachal Pradesh,Anjaw,2025-07,2376312,2,9
Arunachal Pradesh,Anjaw,2025-08,3168416,10,43
Arunachal Pradesh,Anjaw,2025-09,3168416,4,30
Arunachal Pradesh,Anjaw,2025-10,3960520,13,17
Arunachal Pradesh,Anjaw,2025-11,2376312,2,27
Arunachal Pradesh,Anjaw,2025-12,2376312,1,15
Arunachal Pradesh,Anjaw,NaT,34852576,53,178
Arunachal Pradesh,Changlang,2025-01,19010450,157,1394
Arunachal Pradesh,Changlang,2025-02,15842132,27,235
Arunachal Pradesh,Changlang,2025-03,12673707,25,186
Arunachal Pradesh,Changlang,2025-04,13465745,28,149
Arunachal Pradesh,Changlang,2025-05,13465664,17,186
Arunachal Pradesh,Changlang,2025-06,13465697,24,154
Arunachal Pradesh,Changlang,2025-07,12673624,41,238
Arunachal Pradesh,Changlang,2025-08,12673625,49,188
Arunachal Pradesh,Changlang,2025-09,8713117,31,216
Arunachal Pradesh,Changlang,2025-10,16634057,14,127
Arunachal Pradesh,Changlang,2025-11,11089381,26,186
Arunachal Pradesh,Changlang,2025-12,15049940,29,187
Arunachal Pradesh,Changlang,NaT,220996183,222,1523
Arunachal Pradesh,Dibang Valley,2025-01,2376303,0,3
Arunachal Pradesh,Dibang Valley,2025-02,4752606,2,18
Arunachal Pradesh,Dibang Valley,2025-03,4752606,0,10
Arunachal Pradesh,Dibang Valley,2025-04,2376303,0,3
Arunachal Pradesh,Dibang Valley,2025-05,3168404,1,5
Arunachal Pradesh,Dibang Valley,2025-06,2376312,1,6
Arunachal Pradesh,Dibang Valley,2025-07,1584202,0,2
Arunachal Pradesh,Dibang Valley,2025-08,2376303,2,9
Arunachal Pradesh,Dibang Valley,2025-09,1584202,0,7
Arunachal Pradesh,Dibang Valley,2025-10,3168422,2,4
Arunachal Pradesh,Dibang Valley,2025-11,1584211,0,4
Arunachal Pradesh,Dibang Valley,2025-12,2376312,0,7
Arunachal Pradesh,Dibang Valley,NaT,30891966,20,54
Arunachal Pradesh,East Kameng,2025-01,1580205,12,54
Arunachal Pradesh,East Kameng,2025-02,5530717,21,79
Arunachal Pradesh,East Kameng,2025-03,4740615,12,59
Arunachal Pradesh,East Kameng,2025-04,6320820,16,102
Arunachal Pradesh,East Kameng,2025-05,3160410,13,59
Arunachal Pradesh,East Kameng,2025-06,790102,4,40
Arunachal Pradesh,East Kameng,2025-07,2370307,0,21
Arunachal Pradesh,East Kameng,2025-08,3160409,9,25
Arunachal Pradesh,East Kameng,2025-09,4740616,7,15
Arunachal Pradesh,East Kameng,2025-10,3950511,19,64
Arunachal Pradesh,East Kameng,2025-11,3160409,11,58
Arunachal Pradesh,East Kameng,2025-12,3160409,20,37
Arunachal Pradesh,East Kameng,NaT,63998293,148,517
Arunachal Pradesh,East Siang,2025-01,3955514,38,194
Arunachal Pradesh,East Siang,2025-02,7911032,10,47
Arunachal Pradesh,East Siang,2025-03,4746618,20,68
Arunachal Pradesh,East Siang,2025-04,4746618,16,77
Arunachal Pradesh,East Siang,2025-05,3164414,3,18
Arunachal Pradesh,East Siang,2025-06,4746618,12,54
Arunachal Pradesh,East Siang,2025-07,2373308,2,17
Arunachal Pradesh,East Siang,2025-08,4746618,19,80
Arunachal Pradesh,East Siang,2025-09,4746616,26,133
Arunachal Pradesh,East Siang,2025-10,6328822,20,100
Arunachal Pradesh,East Siang,2025-11,6328822,16,130
Arunachal Pradesh,East Siang,2025-12,4746618,22,97
Arunachal Pradesh,East Siang,NaT,76736976,219,1065
Arunachal Pradesh,Kamle,2025-01,1582260,0,11
Arunachal Pradesh,Kamle,2025-02,1582260,4,25
Arunachal Pradesh,Kamle,2025-03,1582260,16,60
Arunachal Pradesh,Kamle,2025-05,1582260,16,74
Arunachal Pradesh,Kamle,2025-06,2373390,1,18
Arunachal Pradesh,Kamle,2025-07,791130,1,6
Arunachal Pradesh,Kamle,2025-08,1582260,1,5
Arunachal Pradesh,Kamle,2025-09,1582260,0,4
Arunachal Pradesh,Kamle,2025-10,791130,1,1
Arunachal Pradesh,Kamle,2025-11,791130,1,1
Arunachal Pradesh,Kamle,2025-12,3164520,2,2
Arunachal Pradesh,Kamle,NaT,21360510,21,47
Arunachal Pradesh,Kra Daadi,2025-01,1582236,27,107
Arunachal Pradesh,Kra Daadi,2025-02,3164472,7,40
Arunachal Pradesh,Kra Daadi,2025-03,2373354,4,12
Arunachal Pradesh,Kra Daadi,2025-04,2373354,3,2
Arunachal Pradesh,Kra Daadi,2025-05,2373354,4,7
Arunachal Pradesh,Kra Daadi,2025-06,2373354,5,5
Arunachal Pradesh,Kra Daadi,2025-07,3164472,2,6
Arunachal Pradesh,Kra Daadi,2025-08,2373354,3,18
Arunachal Pradesh,Kra Daadi,2025-09,3164472,15,15
Arunachal Pradesh,Kra Daadi,2025-10,3164472,4,18
Arunachal Pradesh,Kra Daadi,2025-11,2373354,3,9
Arunachal Pradesh,Kra Daadi,2025-12,1582236,6,10
Arunachal Pradesh,Kra Daadi,NaT,41929254,62,120
Arunachal Pradesh,Kurung Kumey,2025-01,3955590,11,19
Arunachal Pradesh,Kurung Kumey,2025-02,3164472,9,16
Arunachal Pradesh,Kurung Kumey,2025-03,2373354,8,11
Arunachal Pradesh,Kurung Kumey,2025-04,1582236,2,3
Arunachal Pradesh,Kurung Kumey,2025-05,1582236,4,16
Arunachal Pradesh,Kurung Kumey,2025-06,2373354,8,12
Arunachal Pradesh,Kurung Kumey,2025-08,3164472,10,21
Arunachal Pradesh,Kurung Kumey,2025-09,1582236,3,10
Arunachal Pradesh,Kurung Kumey,2025-10,2373354,4,16
Arunachal Pradesh,Kurung Kumey,2025-11,791118,0,4
Arunachal Pradesh,Kurung Kumey,2025-12,791118,2,6
Arunachal Pradesh,Kurung Kumey,NaT,34809192,45,95
Arunachal Pradesh,Leparada,2025-01,791101,0,1
Arunachal Pradesh,Leparada,2025-02,791101,1,0
Arunachal Pradesh,Leparada,2025-06,791101,0,1
Arunachal Pradesh,Leparada,2025-07,791101,1,0
Arunachal Pradesh,Leparada,2025-08,791101,0,2
Arunachal Pradesh,Leparada,2025-09,1582202,0,2
Arunachal Pradesh,Leparada,2025-11,791101,0,1
Arunachal Pradesh,Leparada,2025-12,1582202,0,2
Arunachal Pradesh,Leparada,NaT,8702111,6,6
Arunachal Pradesh,Lohit,2025-01,9504934,32,263
Arunachal Pradesh,Lohit,2025-02,7920746,5,70
Arunachal Pradesh,Lohit,2025-03,9504731,15,101
Arunachal Pradesh,Lohit,2025-04,11881164,6,88
Arunachal Pradesh,Lohit,2025-05,7920753,10,69
Arunachal Pradesh,Lohit,2025-06,7128736,2,19
Arunachal Pradesh,Lohit,2025-07,3168206,2,10
Arunachal Pradesh,Lohit,2025-08,8712847,6,72
Arunachal Pradesh,Lohit,2025-09,7128626,15,77
Arunachal Pradesh,Lohit,2025-10,5544623,5,44
Arunachal Pradesh,Lohit,2025-11,8712740,13,76
Arunachal Pradesh,Lohit,2025-12,7128534,20,140
Arunachal Pradesh,Lohit,NaT,118017972,81,625
Arunachal Pradesh,Longding,2025-01,2370893,48,290
Arunachal Pradesh,Longding,2025-02,11056828,17,111
Arunachal Pradesh,Longding,2025-03,8691435,8,45
Arunachal Pradesh,Longding,2025-04,6331543,6,19
Arunachal Pradesh,Longding,2025-05,7893806,18,43
Arunachal Pradesh,Longding,2025-06,3955153,6,15
Arunachal Pradesh,Longding,2025-07,3949654,4,18
Arunachal Pradesh,Longding,2025-08,7107176,10,55
Arunachal Pradesh,Longding,2025-09,6309545,14,52
Arunachal Pradesh,Longding,2025-10,11051326,6,86
Arunachal Pradesh,Longding,2025-11,7899304,8,30
Arunachal Pradesh,Longding,2025-12,6331546,16,35
Arunachal Pradesh,Longding,NaT,95627807,102,423
Arunachal Pradesh,Lower Dibang Valley,2025-01,3168440,39,255
Arunachal Pradesh,Lower Dibang Valley,2025-02,3168440,12,41
Arunachal Pradesh,Lower Dibang Valley,2025-03,1584220,10,24
Arunachal Pradesh,Lower Dibang Valley,2025-04,1584220,4,25
Arunachal Pradesh,Lower Dibang Valley,2025-05,2376330,5,10
Arunachal Pradesh,Lower Dibang Valley,2025-06,1584220,2,12
Arunachal Pradesh,Lower Dibang Valley,2025-07,1584220,2,10
Arunachal Pradesh,Lower Dibang Valley,2025-08,3168440,10,48
Arunachal Pradesh,Lower Dibang Valley,2025-09,2376330,1,15
Arunachal Pradesh,Lower Dibang Valley,2025-10,2376330,9,44
Arunachal Pradesh,Lower Dibang Valley,2025-11,792110,3,14
Arunachal Pradesh,Lower Dibang Valley,2025-12,3168440,2,52
Arunachal Pradesh,Lower Dibang Valley,NaT,37229170,87,421
Arunachal Pradesh,Lower Siang,2025-01,6328931,25,76
Arunachal Pradesh,Lower Siang,2025-02,4746703,4,19
Arunachal Pradesh,Lower Siang,2025-03,5537804,1,7
Arunachal Pradesh,Lower Siang,2025-04,6328905,2,22
Arunachal Pradesh,Lower Siang,2025-05,3955577,2,13
Arunachal Pradesh,Lower Siang,2025-06,1582226,1,2
Arunachal Pradesh,Lower Siang,2025-07,1582226,0,2
Arunachal Pradesh,Lower Siang,2025-08,3955601,1,12
Arunachal Pradesh,Lower Siang,2025-09,3164476,4,2
Arunachal Pradesh,Lower Siang,2025-10,6328857,3,6
Arunachal Pradesh,Lower Siang,2025-11,3955602,2,16
Arunachal Pradesh,Lower Siang,2025-12,1582226,2,3
Arunachal Pradesh,Lower Siang,NaT,46676023,23,89
Arunachal Pradesh,Lower Subansiri,2025-01,2373360,51,336
Arunachal Pradesh,Lower Subansiri,2025-02,5537837,6,43
Arunachal Pradesh,Lower Subansiri,2025-03,6328957,8,70
Arunachal Pradesh,Lower Subansiri,2025-04,3955598,4,41
Arunachal Pradesh,Lower Subansiri,2025-05,2373359,5,12
Arunachal Pradesh,Lower Subansiri,2025-06,4746717,9,26
Arunachal Pradesh,Lower Subansiri,2025-07,3955598,2,3
Arunachal Pradesh,Lower Subansiri,2025-08,3955597,8,21
Arunachal Pradesh,Lower Subansiri,2025-09,3164478,6,20
Arunachal Pradesh,Lower Subansiri,2025-10,4746717,7,51
Arunachal Pradesh,Lower Subansiri,2025-11,3164479,3,47
Arunachal Pradesh,Lower Subansiri,2025-12,3955597,1,24
Arunachal Pradesh,Lower Subansiri,NaT,65662927,88,629
Arunachal Pradesh,Namsai,2025-01,10297350,59,645
Arunachal Pradesh,Namsai,2025-02,7921031,5,59
Arunachal Pradesh,Namsai,2025-03,5544726,13,56
Arunachal Pradesh,Namsai,2025-04,9505237,8,71
Arunachal Pradesh,Namsai,2025-05,4752620,5,21
Arunachal Pradesh,Namsai,2025-06,3168416,2,49
Arunachal Pradesh,Namsai,2025-07,6336829,1,27
Arunachal Pradesh,Namsai,2025-08,8713136,14,63
Arunachal Pradesh,Namsai,2025-09,3960518,7,33
Arunachal Pradesh,Namsai,2025-10,5544721,8,48
Arunachal Pradesh,Namsai,2025-11,8713137,13,63
Arunachal Pradesh,Namsai,2025-12,6336828,2,52
Arunachal Pradesh,Namsai,NaT,111686577,84,727
Arunachal Pradesh,Pakke Kessang,2025-02,3160412,3,5
Arunachal Pradesh,Pakke Kessang,2025-03,1580206,0,4
Arunachal Pradesh,Pakke Kessang,2025-04,1580206,1,1
Arunachal Pradesh,Pakke Kessang,2025-05,3160412,2,10
Arunachal Pradesh,Pakke Kessang,2025-06,2370309,0,4
Arunachal Pradesh,Pakke Kessang,2025-07,1580206,0,2
Arunachal Pradesh,Pakke Kessang,2025-08,2370309,1,4
Arunachal Pradesh,Pakke Kessang,2025-09,1580206,0,2
Arunachal Pradesh,Pakke Kessang,2025-10,1580206,2,0
Arunachal Pradesh,Pakke Kessang,2025-11,790103,0,1
Arunachal Pradesh,Pakke Kessang,2025-12,790103,0,1
Arunachal Pradesh,Pakke Kessang,NaT,17382266,5,39
Arunachal Pradesh,Papum Pare,2025-01,19777842,180,1401
Arunachal Pradesh,Papum Pare,2025-02,22151185,35,142
Arunachal Pradesh,Papum Pare,2025-03,24524564,40,191
Arunachal Pradesh,Papum Pare,2025-04,17404516,35,141
Arunachal Pradesh,Papum Pare,2025-05,15031174,4,95
Arunachal Pradesh,Papum Pare,2025-06,13448939,25,82
Arunachal Pradesh,Papum Pare,2025-07,14240038,16,56
Arunachal Pradesh,Papum Pare,2025-08,22942292,25,131
Arunachal Pradesh,Papum Pare,2025-09,17404504,25,93
Arunachal Pradesh,Papum Pare,2025-10,14240084,11,60
